Дата;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Объем торгов, контр.
12.08.2021;164820;166400;164820;165730;393133;
13.08.2021;165800;166480;165230;166060;323174;
16.08.2021;166100;166820;164700;166550;407554;
17.08.2021;166560;168450;166140;168290;382726;
18.08.2021;168240;169600;166640;166930;492530;
19.08.2021;167000;167770;162580;163310;691220;
20.08.2021;163370;164100;161330;162030;523834;
23.08.2021;161910;164550;161810;164410;322738;
24.08.2021;164480;165830;164110;165450;436934;
25.08.2021;165490;165990;164180;164820;377465;
26.08.2021;164850;165380;162250;162790;459407;
27.08.2021;162800;165870;162390;165810;474480;
30.08.2021;165840;167970;165710;167770;376886;
31.08.2021;167770;168940;167180;167860;463599;
01.09.2021;167860;171370;167550;171290;446438;
02.09.2021;171340;172720;170800;172180;401641;
03.09.2021;172110;173130;170910;173030;412876;
06.09.2021;173090;173710;172500;173380;273875;
07.09.2021;173440;174340;172030;172210;396719;
08.09.2021;172140;173390;170840;172520;509146;
09.09.2021;172580;173330;171310;172500;519222;
10.09.2021;172490;173420;171220;172670;452529;
13.09.2021;172700;175200;172080;174820;508763;
14.09.2021;174770;176360;174680;175610;571401;
15.09.2021;175620;177410;174590;176840;434236;
16.09.2021;176800;177830;175440;176110;138169;
17.09.2021;173580;174330;172110;172360;419117;
20.09.2021;172300;172870;167820;168560;608399;
21.09.2021;168510;170330;167070;169250;548632;
22.09.2021;169400;172870;169380;172800;424782;
23.09.2021;172820;174000;171810;173230;619701;
24.09.2021;173200;174200;171490;172950;495352;
27.09.2021;172970;175740;172940;175640;423797;
28.09.2021;175650;177060;173230;173500;655764;
29.09.2021;173500;174890;172800;173920;584220;
30.09.2021;173950;176270;173430;176040;589814;
01.10.2021;175970;175990;173590;175560;630546;
04.10.2021;175500;177220;175100;176950;557821;
05.10.2021;176950;182390;176940;182200;586393;
06.10.2021;182270;183800;178940;179640;894342;
07.10.2021;179900;183820;179260;183350;692234;
08.10.2021;183560;185160;182830;184750;492413;
11.10.2021;184740;186990;184040;186760;450010;
12.10.2021;186790;186790;184590;185160;482439;
13.10.2021;185230;185810;182610;184810;632197;
14.10.2021;184880;188320;184600;186810;504339;
15.10.2021;186900;188700;186800;188550;448010;
18.10.2021;188540;189640;186170;187060;483378;
19.10.2021;187030;189720;186750;189350;459762;
20.10.2021;189400;190250;188180;190030;476845;
21.10.2021;190100;190520;185720;185920;568090;
22.10.2021;186000;189620;185920;187050;606381;
25.10.2021;187190;191050;186710;191000;552283;
26.10.2021;191060;192720;190890;191030;470698;
27.10.2021;190990;191330;187220;188480;627567;
28.10.2021;188530;189210;185230;187260;708304;
29.10.2021;187130;188390;182610;183780;664905;
01.11.2021;183820;186720;183320;186220;528575;
02.11.2021;186220;186820;183280;184700;656040;
03.11.2021;184630;184990;181550;182150;548481;
05.11.2021;182320;184860;181970;184230;594277;
08.11.2021;184260;186170;183370;185850;503585;
09.11.2021;185890;187340;184520;186010;509386;
10.11.2021;185900;186670;184150;185110;605619;
11.11.2021;185030;185120;181720;185010;748677;
12.11.2021;184950;185370;177430;179020;987509;
15.11.2021;178960;181100;177540;178650;674670;
16.11.2021;178660;180230;176010;176230;757770;
17.11.2021;176290;179920;176110;179630;658766;
18.11.2021;179590;179750;175570;176010;746939;
19.11.2021;176000;178230;171090;172230;979879;
22.11.2021;172170;172990;162750;163510;1293853;
23.11.2021;163400;166940;158310;166250;1325165;
24.11.2021;166200;170060;164740;165920;1244253;
25.11.2021;166000;168480;165350;166310;639997;
26.11.2021;166260;166450;158480;159220;999483;
29.11.2021;159150;166230;157810;163770;977348;
30.11.2021;163800;165080;160400;164430;979218;
01.12.2021;164300;168890;161450;168240;842422;
02.12.2021;168360;169240;165540;168590;903977;
03.12.2021;168750;169880;166110;166230;671150;
06.12.2021;166200;168580;162040;162680;856820;
07.12.2021;162820;164900;161570;164370;774761;
08.12.2021;164480;166990;161160;161430;875281;
09.12.2021;161300;164510;161180;163180;739055;
10.12.2021;163140;163340;160950;161340;630151;
13.12.2021;161200;163060;154760;155130;868161;
14.12.2021;155090;155970;150000;155030;1067235;
15.12.2021;154870;156790;153600;154200;585349;
16.12.2021;154180;160850;153710;160350;266235;
17.12.2021;158870;158930;156260;157230;656729;
20.12.2021;157290;157990;153420;155160;660343;
21.12.2021;155050;157850;154650;156930;608076;
22.12.2021;157010;160150;156630;159560;498657;
23.12.2021;159500;160370;157530;158110;573161;
24.12.2021;158130;158950;156130;157530;378371;
27.12.2021;157430;160000;157110;159910;365067;
28.12.2021;159950;161900;159670;160450;441822;
29.12.2021;160410;160960;158230;158740;488690;
30.12.2021;158750;159870;157830;159320;373061;
