Дата;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Объем торгов, контр.
05.10.2016;99610;99720;98310;99200;695672
06.10.2016;99220;100030;98900;99910;520255
07.10.2016;99940;100700;99230;99550;768887
10.10.2016;99500;101860;99170;101630;631194
11.10.2016;101740;101930;99980;100040;637448
12.10.2016;100130;100860;99110;99170;588574
13.10.2016;99240;99640;97660;98440;608167
14.10.2016;98380;98950;97900;98020;504741
17.10.2016;97930;98410;97400;97600;539536
18.10.2016;97660;98820;97280;98360;501059
19.10.2016;98380;99590;98130;99350;527358
20.10.2016;99390;99740;98480;98590;530218
21.10.2016;98670;98960;97980;98560;450955
24.10.2016;98530;99670;98380;99340;469327
25.10.2016;99320;100700;98840;100140;562495
26.10.2016;100150;100620;98540;98880;604064
27.10.2016;98890;99580;98280;99100;606016
28.10.2016;99110;99280;98560;98830;469560
31.10.2016;98810;99020;98060;98650;468434
01.11.2016;98670;99850;98520;99400;513328
02.11.2016;99290;99420;96630;96760;697741
03.11.2016;96700;97380;96370;96690;562451
07.11.2016;96660;96910;96170;96610;495193
08.11.2016;96550;97620;96420;96930;411365
09.11.2016;96990;99410;94130;98860;1138715
10.11.2016;98820;102350;98700;99780;1214462
11.11.2016;99710;99730;97300;97330;889589
14.11.2016;97290;98390;95560;96360;873264
15.11.2016;96250;98880;95740;98470;858678
16.11.2016;98430;100430;97940;99090;880738
17.11.2016;98920;100100;98360;99860;719298
18.11.2016;99880;100200;98530;99220;584090
21.11.2016;99200;101490;98900;101400;483730
22.11.2016;101440;102840;101220;101750;681236
23.11.2016;101930;102640;100920;101560;616418
24.11.2016;101520;103240;101150;102930;510612
25.11.2016;102970;103130;101650;101710;518462
28.11.2016;101730;102360;100970;101860;556881
29.11.2016;101820;102230;100580;100600;602906
30.11.2016;100580;103490;100320;103070;866415
01.12.2016;103010;105360;102750;104490;756706
02.12.2016;104630;105480;103620;105360;557514
05.12.2016;105310;107360;104620;107030;595191
06.12.2016;107080;107640;105930;106230;668324
07.12.2016;106240;107160;105850;106790;514551
08.12.2016;106800;109590;106710;109500;753484
09.12.2016;109560;110850;109210;110750;709181
12.12.2016;110770;115290;110570;114580;875161
13.12.2016;114600;116410;114070;116060;878298
14.12.2016;116250;117650;114200;114870;793900
15.12.2016;114960;115120;112170;113440;485541
16.12.2016;113360;114430;113030;113210;663887
19.12.2016;113160;113460;111620;112760;641517
20.12.2016;112860;113880;111650;113660;535409
21.12.2016;113690;114890;113070;113070;540496
22.12.2016;113160;113460;111870;112480;638099
23.12.2016;112420;113190;110670;111420;593457
26.12.2016;111510;113100;111380;112260;274883
27.12.2016;112370;114000;112080;113980;385496
28.12.2016;113960;114630;113610;114270;438110
29.12.2016;114160;114910;113240;114680;440276
30.12.2016;114750;115500;113540;115310;431623
03.01.2017;115400;119870;114710;119000;560610
04.01.2017;118910;118960;116440;117700;560552
05.01.2017;117730;119300;117320;117950;546583
06.01.2017;117840;118380;116510;117200;492300
09.01.2017;117160;117750;115840;116250;499310
10.01.2017;116200;117850;115640;117300;574592
11.01.2017;117220;117540;115220;115800;598508
12.01.2017;115840;118340;115750;117420;716170
13.01.2017;117330;117780;115260;115690;606508
16.01.2017;115610;116730;115270;115490;449659
17.01.2017;115510;116330;115180;115790;507602
18.01.2017;115790;116790;115130;115480;551600
19.01.2017;115480;116160;113310;113690;717687
20.01.2017;113560;114470;113110;114280;478861
23.01.2017;114240;114240;113140;113540;473050
24.01.2017;113600;115660;113520;115570;480259
25.01.2017;115550;116450;115120;116320;526150
26.01.2017;116220;116650;115220;116430;662563
27.01.2017;116450;119650;115900;119620;707708
30.01.2017;119670;120200;117080;117460;574300
31.01.2017;117500;117890;116150;116540;499084
01.02.2017;116500;116730;115400;116420;552329
02.02.2017;116440;118200;116110;116650;571081
03.02.2017;116790;119930;116590;118800;749075
06.02.2017;118840;119740;117410;117840;549336
07.02.2017;117990;118240;116610;117900;487698
08.02.2017;117940;118080;115690;116320;557120
09.02.2017;116390;117170;115520;116200;538978
10.02.2017;116150;116900;115640;116650;506404
13.02.2017;116720;118130;116690;116960;536188
14.02.2017;116920;117940;116650;117070;543467
15.02.2017;117020;118060;116920;117130;605818
16.02.2017;117200;117850;117050;117070;494676
17.02.2017;117050;117480;114940;115030;569808
20.02.2017;115020;115740;114520;114960;513117
21.02.2017;114940;116590;114840;116220;491798
22.02.2017;116240;116850;113420;114220;623511
24.02.2017;114270;114930;112650;113050;455353
27.02.2017;113080;113990;111720;111870;422476
28.02.2017;111820;111970;109650;109880;671898
01.03.2017;109750;111490;109110;110930;669099
02.03.2017;110900;112050;109670;109780;819452
03.03.2017;109760;110740;108560;110680;670421
06.03.2017;110750;112240;110540;110860;632294
07.03.2017;110800;110940;108970;109640;599242
09.03.2017;109550;109920;104560;104630;1056494
10.03.2017;104720;106420;104250;105640;778746
13.03.2017;105530;106950;104690;106880;635558
14.03.2017;106900;107870;105450;106320;738046
15.03.2017;106270;107640;105780;106450;594814
16.03.2017;106490;109680;106430;108740;334278
17.03.2017;108990;111330;108840;110490;647982
20.03.2017;110630;112540;110240;111620;720115
21.03.2017;111690;113640;111310;111350;771822
22.03.2017;111390;111990;109950;111840;895412
23.03.2017;111820;113040;110960;112090;739102
24.03.2017;112160;112860;111370;112210;589404
27.03.2017;112250;112650;110050;111360;618165
28.03.2017;111330;112200;110860;112120;612622
29.03.2017;112120;112500;111330;112260;580620
30.03.2017;112240;113610;112010;113360;633526
31.03.2017;113260;113430;110760;110930;582681
03.04.2017;110910;112420;110900;111780;549564
04.04.2017;111840;113480;111180;113470;547046
05.04.2017;113480;115470;113360;114470;660400
06.04.2017;114450;114800;113710;114370;531681
07.04.2017;114410;114940;110820;111000;728283
10.04.2017;111070;111290;107710;108150;627494
11.04.2017;108150;110060;107820;108650;668047
12.04.2017;108670;109840;107090;107270;715121
13.04.2017;107150;108650;106150;108560;999052
14.04.2017;108460;108580;106590;106840;384962
17.04.2017;106870;109180;106040;109000;571166
18.04.2017;108930;109400;107050;107250;743104
19.04.2017;107220;108130;106370;106460;703332
20.04.2017;106370;107620;105420;107500;719750
21.04.2017;107550;108940;107200;107260;660970
24.04.2017;107250;111040;107090;110880;679978
25.04.2017;110870;111870;110420;111510;525887
26.04.2017;111540;111990;110150;111450;629488
27.04.2017;111310;111410;109830;110310;679142
28.04.2017;110220;111900;110110;111230;561560
02.05.2017;111140;112560;110720;111300;437874
03.05.2017;111330;111700;109110;109180;673371
04.05.2017;109230;109670;107710;107890;695223
05.05.2017;107720;108050;105910;108000;695119
10.05.2017;107880;110700;107710;110650;510033
11.05.2017;110700;111210;109380;109820;521965
12.05.2017;109890;110320;108600;109210;539213
15.05.2017;109370;111570;109130;111320;521463
16.05.2017;111260;111790;110610;110850;500662
17.05.2017;110850;111110;109240;110060;572208
18.05.2017;110140;110250;106540;107420;903595
19.05.2017;107410;108940;107250;108490;611413
22.05.2017;108500;108970;106910;108000;592050
23.05.2017;108000;109750;107650;109600;535145
24.05.2017;109590;109860;107730;108330;564891
25.05.2017;108320;109750;107930;108060;634512
26.05.2017;108010;108170;106650;107080;580377
29.05.2017;107000;108290;106960;108280;364587
30.05.2017;108280;108400;107030;107230;384026
31.05.2017;107230;107980;104610;104740;637712
01.06.2017;104830;105800;103410;104180;601943
02.06.2017;104190;104630;102390;104010;700969
05.06.2017;104130;105130;103570;103760;527099
06.06.2017;103790;104290;103310;104130;440652
07.06.2017;104260;104890;102820;103020;537186
08.06.2017;103040;103500;101740;103410;578422
09.06.2017;103450;104070;102680;103630;488038
13.06.2017;103630;103840;102670;103230;579710
14.06.2017;103210;103500;101250;101440;575529
15.06.2017;101440;101460;96470;97780;444320
16.06.2017;97120;97960;96410;96830;539759
19.06.2017;96860;97830;96580;97620;409468
20.06.2017;97590;98540;95550;95660;616926
21.06.2017;95710;96180;94380;94910;660310
22.06.2017;94930;96040;93550;95830;662481
23.06.2017;95840;97250;95400;97030;578162
26.06.2017;97040;98240;96650;97300;559344
27.06.2017;97360;98730;96810;98380;629250
28.06.2017;98400;98490;96410;98170;644849
29.06.2017;98240;99370;97560;97690;542891
30.06.2017;97630;98750;96860;98490;514725
03.07.2017;98470;99460;97880;98610;479007
04.07.2017;98770;99970;98560;99810;377842
05.07.2017;99810;99970;98220;98900;571621
06.07.2017;98800;99390;98280;99020;559841
07.07.2017;99000;99210;97730;98500;565403
10.07.2017;98430;99700;98160;99250;638511
11.07.2017;99310;99700;98090;98910;503640
12.07.2017;98930;101480;98930;101230;624443
13.07.2017;101220;102050;101130;101750;588435
14.07.2017;101720;103730;101710;103710;530105
17.07.2017;103740;104320;102460;102780;453297
18.07.2017;102810;103900;102510;102750;499616
19.07.2017;102890;104400;102120;104270;520110
20.07.2017;104310;104660;103690;103960;488504
21.07.2017;104010;104330;102300;102640;504053
24.07.2017;102670;102870;100830;101310;615502
25.07.2017;101360;101980;100460;101440;511899
26.07.2017;101440;102330;101070;102250;482761
27.07.2017;102300;103250;102050;102960;487112
28.07.2017;103010;103110;100680;101630;556434
31.07.2017;101580;101830;99650;101390;516047
01.08.2017;101440;102420;101030;101200;502364
02.08.2017;101280;102520;100960;102410;503546
03.08.2017;102480;103120;101760;102950;435985
04.08.2017;102900;103050;101750;102800;494686
07.08.2017;102860;103690;102430;103220;459854
08.08.2017;103200;104930;103200;104800;454755
09.08.2017;104900;104980;103280;103460;494201
10.08.2017;103510;104290;102810;102990;517072
11.08.2017;102890;103050;101120;102600;557041
14.08.2017;102600;103480;102410;103170;425736
15.08.2017;103040;103140;101760;102750;489952
16.08.2017;102900;103690;102670;102890;414549
17.08.2017;102850;103550;102510;103440;443733
18.08.2017;103500;103640;101730;102670;457263
21.08.2017;102680;103820;102680;103240;444344
22.08.2017;103210;104110;102790;103960;379121
23.08.2017;103990;104390;103470;104370;357270
24.08.2017;104380;104940;104140;104500;294375
25.08.2017;104450;106000;104420;105920;359252
28.08.2017;105930;106940;105860;106520;346843
29.08.2017;106620;106960;105320;106830;427339
30.08.2017;106790;108470;106660;108300;556504
31.08.2017;108340;109860;107510;109330;559459
01.09.2017;109380;110420;109250;109990;476524
04.09.2017;110010;110720;108670;109390;402636
05.09.2017;109440;110350;108680;110260;458041
06.09.2017;110230;110750;109040;110590;484210
07.09.2017;110590;112200;110570;111500;491329
08.09.2017;111450;112520;111240;111630;454163
11.09.2017;111740;112840;111150;112690;498659
12.09.2017;112740;113020;112020;112540;399498
13.09.2017;112600;113240;111640;111740;436632
14.09.2017;111720;112910;111240;112750;524843
15.09.2017;112640;113340;111620;112060;498094
18.09.2017;112140;112960;111610;111850;381884
19.09.2017;111780;111940;110730;110950;415294
20.09.2017;110890;112260;110720;112020;423224
21.09.2017;112000;112270;110830;112000;210171
22.09.2017;111860;112340;111650;111900;367288
25.09.2017;111880;113430;111520;112810;394975
26.09.2017;112840;114320;112550;112870;445734
27.09.2017;112940;112940;111920;112440;495117
28.09.2017;112380;113120;111600;112200;437813
29.09.2017;112170;113660;111880;113450;403919
02.10.2017;113390;113530;112690;112880;300877
03.10.2017;112890;113390;112560;112930;346031
04.10.2017;112870;113750;112710;113650;342849
05.10.2017;113660;114500;113190;114480;400152
06.10.2017;114500;114760;113320;113420;400959
09.10.2017;113440;113640;112560;113170;309617
10.10.2017;113150;113940;112880;113540;293269
11.10.2017;113570;114490;113340;114150;301216
12.10.2017;114230;114780;113980;114400;284468
13.10.2017;114450;115620;114170;115530;347478
16.10.2017;115620;116260;115270;115810;297170
17.10.2017;115800;115830;114340;114520;331443
18.10.2017;114510;115540;114320;115010;375698
19.10.2017;115010;115190;113560;113830;429127
20.10.2017;113750;114290;113210;113760;360819
23.10.2017;113700;114070;113080;113310;289593
24.10.2017;113320;113440;112710;113200;329696
25.10.2017;113190;113570;112010;112060;366133
26.10.2017;112000;112100;111160;112070;398950
27.10.2017;112070;112240;110660;112170;493376
30.10.2017;112180;113430;112010;112700;385838
31.10.2017;112720;112930;111460;111510;372397
01.11.2017;111600;113220;111500;112380;443594
02.11.2017;112290;112560;111510;111740;406814
03.11.2017;111820;113050;110830;111080;520132
07.11.2017;111100;115160;110960;114400;600773
08.11.2017;114420;115500;113600;115220;460180
09.11.2017;115290;115870;114470;115780;634724
10.11.2017;115820;116250;115160;115700;517183
13.11.2017;115760;116690;114690;115090;548242
14.11.2017;115090;115170;113670;113670;538385
15.11.2017;113670;113750;111480;111840;513092
16.11.2017;111900;112730;110770;112200;626965
17.11.2017;112300;113330;112010;112910;435365
20.11.2017;112930;113790;112250;112690;424290
21.11.2017;112740;114460;112730;114410;453826
22.11.2017;114410;115650;114200;115370;390377
23.11.2017;115480;116140;115160;115750;385214
24.11.2017;115700;116580;115120;115770;397808
27.11.2017;115830;116800;115410;115610;398449
28.11.2017;115600;115840;114450;115430;483410
29.11.2017;115380;115980;113810;113910;528991
30.11.2017;114000;114160;112420;112680;584054
01.12.2017;112710;113260;112130;112950;433238
04.12.2017;112940;113350;110480;113110;699489
05.12.2017;113090;113280;112500;113080;366737
06.12.2017;113100;113340;111960;112660;388351
07.12.2017;112660;112700;111380;111890;478995
08.12.2017;111940;112430;111050;111460;424723
11.12.2017;111460;113940;111230;113860;375182
12.12.2017;113940;115350;113940;114480;374892
13.12.2017;114500;114740;113450;113820;393250
14.12.2017;113820;114890;113610;114800;391955
15.12.2017;114740;114840;113950;114090;323042
18.12.2017;114090;115530;113620;114300;379333
19.12.2017;114280;114700;112800;112810;377812
20.12.2017;112840;113280;112380;112660;336883
21.12.2017;112700;113220;112100;112360;140392
22.12.2017;113530;114780;113390;114290;274847;
25.12.2017;114300;115280;114270;115150;155440;
26.12.2017;115130;115510;114510;115320;210233;
27.12.2017;115340;115960;115330;115770;264030;
28.12.2017;115670;115820;115030;115620;186811;
29.12.2017;115610;116740;114920;116370;204086;
03.01.2018;116390;118830;115410;118700;203474;
04.01.2018;118770;122080;118750;121620;410795;
05.01.2018;121600;122610;121470;122560;267840;
09.01.2018;122530;124520;122350;123590;301895;
10.01.2018;123600;124390;122920;123850;372520;
11.01.2018;123870;125340;123130;125200;314761;
12.01.2018;125250;126500;124760;126290;386545;
15.01.2018;126270;127860;126070;127000;355824;
16.01.2018;127000;127670;125060;126640;398917;
17.01.2018;126580;126870;124650;126610;496507;
18.01.2018;126720;128780;126440;128250;482314;
19.01.2018;128400;129480;127090;127910;470258;
22.01.2018;127910;128880;127520;128660;288056;
23.01.2018;128710;129910;127470;128510;459414;
24.01.2018;128580;129590;127890;129570;389017;
25.01.2018;129520;131950;128860;131360;594905;
26.01.2018;131250;131700;128610;128900;519007;
29.01.2018;128810;129580;127740;127900;439147;
30.01.2018;127930;129600;127030;128200;550861;
31.01.2018;128230;128990;127210;128600;453932;
01.02.2018;128520;130270;127780;129390;575724;
02.02.2018;129460;130300;127230;127250;559480;
05.02.2018;127340;127810;125880;126930;579124;
06.02.2018;127000;127320;122000;124350;1128362;
07.02.2018;124400;126150;124220;124420;690977;
08.02.2018;124340;124620;121600;121930;843959;
09.02.2018;121990;121990;118230;119270;1036688;
12.02.2018;119170;121770;115200;121200;1131303;
13.02.2018;121220;123070;120960;122760;759858;
14.02.2018;122690;124530;122110;124290;754112;
15.02.2018;124340;127360;124260;126410;764288;
16.02.2018;126340;128090;125670;126820;669013;
19.02.2018;126850;127300;125310;126270;483578;
20.02.2018;126250;126950;125720;126310;392085;
21.02.2018;126280;129170;126160;129070;523555;
22.02.2018;129100;130450;128030;130180;539640;
26.02.2018;130220;134280;130010;132810;548897;
27.02.2018;132880;134130;131540;131550;496065;
28.02.2018;131530;131740;128820;128920;576880;
01.03.2018;128820;129160;126850;128050;657155;
02.03.2018;128000;128740;124920;126340;816719;
05.03.2018;126310;128280;126050;128160;567285;
06.03.2018;128280;129910;128150;128220;496530;
07.03.2018;128130;128160;125600;127000;623976;
09.03.2018;126930;128500;125760;128490;379820;
12.03.2018;128450;129590;127960;128120;423033;
13.03.2018;128140;129180;127460;128430;600616;
14.03.2018;128430;128570;125360;125530;595328;
15.03.2018;125640;126350;124930;125460;217120;
16.03.2018;125170;125750;123520;125600;558178;
19.03.2018;125530;126240;123780;123850;531108;
20.03.2018;123930;125920;123260;125780;627737;
21.03.2018;125780;127330;125150;127110;523572;
22.03.2018;127180;128390;125340;125460;734661;
23.03.2018;125420;126270;124340;125730;729893;
26.03.2018;125710;126170;122650;122840;723453;
27.03.2018;122890;124890;122520;124520;581643;
28.03.2018;124550;124680;122010;123140;670154;
29.03.2018;123050;124690;122730;124640;468422;
30.03.2018;124600;125590;124340;125100;293425;
02.04.2018;125170;125900;123150;123220;393468;
03.04.2018;123250;123880;122700;123510;593507;
04.04.2018;123460;124090;122220;124040;628604;
05.04.2018;124070;125370;123940;124940;616611;
06.04.2018;124960;125200;123020;123130;526644;
09.04.2018;123150;123220;105500;109850;1182168;
10.04.2018;109480;111460;104750;109270;845147;
11.04.2018;109430;110190;104650;107980;614963;
12.04.2018;108050;113700;107990;111900;625724;
13.04.2018;111750;113790;109550;110490;480626;
16.04.2018;110640;110870;108110;108620;454981;
17.04.2018;108730;113040;108500;111560;591316;
18.04.2018;111670;115450;110230;115050;512074;
19.04.2018;115010;117760;114580;114740;486381;
20.04.2018;114740;115470;113810;114130;374772;
23.04.2018;114210;114900;112000;114090;640099;
24.04.2018;114050;116000;113370;115000;350699;
25.04.2018;114950;115070;112930;113470;386112;
26.04.2018;113470;114960;112810;114460;389123;
27.04.2018;114560;116800;114440;116190;312768;
28.04.2018;116220;116450;115640;116180;73382;
30.04.2018;116100;116920;114710;115130;225312;
02.05.2018;115100;115280;113010;113220;339317;
03.05.2018;113380;114780;112470;112660;364196;
04.05.2018;112720;114980;112720;114960;373380;
07.05.2018;115000;115950;114370;115030;270753;
08.05.2018;115050;115320;112820;113440;355079;
10.05.2018;113570;118020;113410;117880;447570;
11.05.2018;117950;119840;117870;118760;325483;
14.05.2018;118830;120350;118030;119680;306492;
15.05.2018;119690;119830;116800;117340;390154;
16.05.2018;117220;118900;116710;118510;380349;
17.05.2018;118590;119390;117860;118190;304481;
18.05.2018;118170;118350;116680;116970;347539;
21.05.2018;117100;119190;116700;118710;245530;
22.05.2018;118750;119960;118530;119870;305885;
23.05.2018;119850;119940;116980;117620;372390;
24.05.2018;117680;118240;116750;117330;369269;
25.05.2018;117330;118180;116010;116500;382699;
28.05.2018;116530;116840;115940;116510;188403;
29.05.2018;116510;116880;114070;114900;382891;
30.05.2018;114860;116450;114150;116250;412971;
31.05.2018;116400;117260;115420;115940;383759;
01.06.2018;115890;117290;115370;116790;322655;
04.06.2018;116860;118250;116550;117430;261800;
05.06.2018;117520;118430;116570;116620;318837;
06.06.2018;116650;117850;116590;117250;296324;
07.06.2018;117290;118540;117200;117470;270142;
08.06.2018;117450;117450;113950;114450;492392;
09.06.2018;114450;115230;114410;114750;80696;
11.06.2018;114670;115610;113800;114750;229811;
13.06.2018;114760;115060;113320;114980;296043;
14.06.2018;114930;115150;113530;114240;350515;
15.06.2018;114250;114600;111270;111400;352017;
18.06.2018;111540;111850;109700;110220;397207;
19.06.2018;110100;111110;107510;110200;513677;
20.06.2018;110080;112420;109780;112310;389973;
21.06.2018;112400;112820;110860;111280;132149;
22.06.2018;108930;110530;108580;110110;364373;
25.06.2018;110100;111030;109610;110180;312196;
26.06.2018;110220;111220;109200;109800;357204;
27.06.2018;109800;111500;108580;111050;416150;
28.06.2018;111070;111220;109670;110790;384328;
29.06.2018;110790;113170;110550;112730;322732;
02.07.2018;112840;114510;112090;113260;400165;
03.07.2018;113340;113690;112280;112660;302898;
04.07.2018;112730;113160;112370;112540;150868;
05.07.2018;112460;115560;112250;115520;382857;
06.07.2018;115600;116560;114320;116460;346711;
09.07.2018;116400;118490;116240;118460;319771;
10.07.2018;118460;119490;118340;119330;313525;
11.07.2018;119400;119970;117230;117880;428307;
12.07.2018;117860;118340;116050;117240;429611;
13.07.2018;117200;118280;116810;118070;285784;
16.07.2018;118000;118980;116000;117230;427991;
17.07.2018;117350;117500;114880;116190;395522;
18.07.2018;116300;116860;114210;114520;441691;
19.07.2018;114620;115350;112310;112550;429547;
20.07.2018;112470;113390;111560;112000;410963;
23.07.2018;111990;113850;111460;113150;296251;
24.07.2018;113130;114970;112640;114580;305582;
25.07.2018;114640;114810;112240;114480;440081;
26.07.2018;114590;115630;114380;114880;402245;
27.07.2018;115060;115370;114000;115060;314509;
30.07.2018;115060;116380;114010;115710;318687;
31.07.2018;115810;117450;115630;117330;316707;
01.08.2018;117410;117750;115940;115960;292863;
02.08.2018;115950;116440;113520;114380;356695;
03.08.2018;114280;114720;113080;114200;300896;
06.08.2018;114230;114930;113320;113870;242097;
07.08.2018;113930;115340;113490;114620;239264;
08.08.2018;114610;114860;111010;111340;483482;
09.08.2018;111310;111400;107480;109990;540263;
10.08.2018;109850;110220;105690;105940;626349;
13.08.2018;105690;107090;103270;106350;534965;
14.08.2018;106300;108730;105040;108160;449461;
15.08.2018;108190;108790;104700;105050;487947;
16.08.2018;105270;107280;105050;106660;362121;
17.08.2018;106680;107190;104710;105480;356397;
20.08.2018;105510;107000;105210;106520;280292;
21.08.2018;106560;107550;105470;107400;344629;
22.08.2018;107480;108180;105530;106450;380592;
23.08.2018;106520;106750;104000;104330;629606;
24.08.2018;104310;106850;103950;106710;462923;
27.08.2018;106690;108550;106450;108270;348058;
28.08.2018;108360;108690;107400;107410;321514;
29.08.2018;107400;108490;106980;108300;291366;
30.08.2018;108350;109380;106890;107030;420287;
31.08.2018;107000;109590;106610;108990;419113;
03.09.2018;109090;109380;108050;108480;284501;
04.09.2018;108480;108820;107300;107930;328954;
05.09.2018;107850;107990;106920;107190;315928;
06.09.2018;107190;107870;105170;105300;400165;
07.09.2018;105520;106280;104800;105620;358853;
10.09.2018;105590;105590;103910;104280;340085;
11.09.2018;104230;105720;103530;105480;416775;
12.09.2018;105520;107600;105340;107290;414994;
13.09.2018;107220;109920;106570;108040;520386;
14.09.2018;108130;109680;107930;109640;385078;
17.09.2018;109560;109990;108440;109970;308100;
18.09.2018;109950;112170;109470;112080;400647;
19.09.2018;112120;113760;111640;113400;348717;
20.09.2018;113480;115780;113250;114980;206536;
21.09.2018;112580;113390;112240;112940;337431;
24.09.2018;112960;115200;112950;115010;272353;
25.09.2018;115000;115830;114220;115430;342376;
26.09.2018;115510;116190;114230;114820;322560;
27.09.2018;114770;117100;113960;117070;457297;
28.09.2018;117130;118260;116300;118170;410908;
01.10.2018;118130;118800;116910;118290;360889;
02.10.2018;118290;119250;116470;117060;449157;
03.10.2018;117050;119220;116720;118670;470844;
04.10.2018;118710;118980;115050;115430;561902;
05.10.2018;115390;115950;114250;115290;580025;
08.10.2018;115260;116320;114080;115620;411515;
09.10.2018;115510;117030;114960;115700;418574;
10.10.2018;115660;116480;113230;113500;547525;
11.10.2018;113600;113710;111000;112530;774062;
12.10.2018;112560;114930;111940;114130;569706;
15.10.2018;114050;115720;113430;114960;500565;
16.10.2018;114940;116740;114180;116690;425177;
17.10.2018;116770;117690;115230;116270;433058;
18.10.2018;116290;116540;113600;113780;395353;
19.10.2018;113710;114280;112310;112570;539032;
22.10.2018;112610;113960;111520;111570;525121;
23.10.2018;111570;111970;110110;110570;555274;
24.10.2018;110550;113380;110170;112700;697048;
25.10.2018;112760;113500;110320;111790;649803;
26.10.2018;111830;112280;108610;109420;588865;
29.10.2018;109520;111470;109120;111140;465764;
30.10.2018;111040;111040;108940;110500;541641;
31.10.2018;110470;112270;109920;112090;486045;
01.11.2018;112180;113310;111540;112780;500179;
02.11.2018;112700;114110;112510;113120;420191;
06.11.2018;113230;115160;112540;114720;340102;
07.11.2018;114790;116320;113640;116040;474170;
08.11.2018;115980;116560;114930;115180;417894;
09.11.2018;115190;115350;110920;111510;521427;
12.11.2018;111420;112730;111030;111190;395067;
13.11.2018;111170;111590;109800;109930;546871;
14.11.2018;109960;111800;108430;111780;688591;
15.11.2018;111500;113340;110650;112970;638056;
16.11.2018;113060;114340;112730;113000;443605;
19.11.2018;112920;114110;112240;113250;401665;
20.11.2018;113290;113860;110270;111370;537129;
21.11.2018;111410;112940;110010;112640;465276;
22.11.2018;112570;113770;112320;113270;315608;
23.11.2018;113230;113570;110700;110960;381697;
26.11.2018;110910;111480;106750;107990;684788;
27.11.2018;108030;109940;107680;109790;521033;
28.11.2018;109840;111350;108680;110890;497780;
29.11.2018;110860;114410;110800;113770;716215;
30.11.2018;113800;114630;111550;111690;481700;
03.12.2018;111730;117390;111480;115020;441009;
04.12.2018;114980;115830;114680;114970;348377;
05.12.2018;115050;115120;113030;114930;418175;
06.12.2018;114950;115290;111790;112960;552114;
07.12.2018;113000;116060;111740;115540;606924;
10.12.2018;115510;115750;113120;113280;537864;
11.12.2018;113250;114040;112340;113180;460900;
12.12.2018;113140;113480;111800;112450;525447;
13.12.2018;112500;112830;111620;112390;464205;
14.12.2018;112370;112960;110730;111150;450344;
17.12.2018;111200;112270;110460;111080;420843;
18.12.2018;111170;111400;109030;110230;518623;
19.12.2018;110040;110070;108500;109440;462562;
20.12.2018;109520;111800;107280;109380;453023;
21.12.2018;109100;109430;107450;108250;567550;
24.12.2018;108210;108380;106920;107430;400892;
25.12.2018;107360;107570;101640;105040;290450;
26.12.2018;105010;105960;104650;105520;284250;
27.12.2018;105470;107740;105310;105870;470978;
28.12.2018;105730;108230;104900;106720;370151;
29.12.2018;106850;108360;106730;107210;100016;
03.01.2019;107020;109520;106330;108450;253211;
04.01.2019;108520;111990;108520;111780;291891;
08.01.2019;111940;113990;111750;112310;309158;
09.01.2019;112320;114140;112280;113580;249560;
10.01.2019;113710;114670;113170;114230;328014;
11.01.2019;114350;115630;114220;114930;367378;
14.01.2019;115000;115310;113480;114800;278797;
15.01.2019;114890;115900;114070;114970;344237;
16.01.2019;115040;115900;114330;115380;296665;
17.01.2019;115390;116620;115010;115690;364572;
18.01.2019;115740;117810;115730;117660;362982;
21.01.2019;117700;118160;117310;117480;229731;
22.01.2019;117480;117570;116360;117040;308337;
23.01.2019;116890;119000;116420;118700;347327;
24.01.2019;118700;119430;117880;119130;416764;
25.01.2019;119030;119640;118270;119050;306810;
28.01.2019;119080;119870;117650;117930;310260;
29.01.2019;117790;119580;117110;119180;396336;
30.01.2019;119060;120280;118720;119670;306988;
31.01.2019;119920;122720;119830;121540;487795;
01.02.2019;121400;121980;120680;121050;326477;
04.02.2019;121190;122100;120920;121100;273371;
05.02.2019;121370;122920;121050;122520;277818;
06.02.2019;122520;123170;121500;121500;275042;
07.02.2019;121570;121950;119880;120240;347449;
08.02.2019;120210;120300;119110;119860;351367;
11.02.2019;119800;121130;119250;120140;333221;
12.02.2019;120090;122040;119810;121390;310237;
13.02.2019;121500;121920;118970;119020;498185;
14.02.2019;119020;119020;115310;115900;681868;
15.02.2019;115820;118040;115670;118040;395660;
18.02.2019;117970;118740;116750;117750;331042;
19.02.2019;117650;118170;116480;117480;347939;
20.02.2019;117300;119820;117300;119650;361182;
21.02.2019;119670;120180;118370;118580;374171;
22.02.2019;118610;119900;118190;119840;264827;
25.02.2019;119780;121090;119380;120250;353120;
26.02.2019;120160;120330;118520;119090;344481;
27.02.2019;119070;120170;118180;118730;403042;
28.02.2019;118820;119400;118000;118910;365601;
01.03.2019;118890;119470;118330;118700;338582;
04.03.2019;118780;119200;117830;118790;318382;
05.03.2019;118610;118660;117660;118410;336657;
06.03.2019;118380;119420;118300;118990;281014;
07.03.2019;119040;119380;117650;117920;344013;
11.03.2019;117840;118100;117280;118100;285388;
12.03.2019;118100;118850;117740;118440;286781;
13.03.2019;118420;118880;117770;118730;286483;
14.03.2019;118660;119270;117870;117960;343360;
15.03.2019;117990;119500;117990;119440;296552;
18.03.2019;119470;121870;119340;121540;373869;
